transform,pair_number,pair_label,point_index,pt2d_u,pt2d_v,pt3d_x,pt3d_y,pt3d_z,reproj_u,reproj_v,error_px
2k_Manual_50pts,2,Pair 2,3,2324,910,1.248814464,6.729531288,0.425969362,2369.129698,942.0741497,55.36642231
2k_Manual_50pts,2,Pair 2,4,3366,882,2.961307287,4.877955914,0.473424524,3411.615837,889.9490538,46.30326182
2k_Manual_50pts,2,Pair 2,5,3642,1389,3.345664024,4.522165298,-0.513964236,3693.641625,1404.36108,53.87782631
2k_Manual_50pts,3,Pair 3,1,1844,659,-0.236853689,5.42579174,0.919816792,1825.43993,689.1572118,35.41092524
2k_Manual_50pts,3,Pair 3,2,1630,651,-0.748585224,5.496043682,0.952216387,1602.859983,674.8520928,36.1317429
2k_Manual_50pts,3,Pair 3,3,2544,1317,1.440101624,5.284475803,-0.486821651,2578.232778,1329.412546,36.41365688
2k_Manual_50pts,3,Pair 3,4,560,809,-3.291623354,5.532059669,0.614684761,467.7604508,799.0732064,92.77217073
2k_Manual_50pts,3,Pair 3,5,3042,880,2.51827383,5.789002419,0.433385998,2990.781222,928.5322917,70.56023377
2k_Manual_50pts,3,Pair 3,6,176,1593,-1.804683089,2.351196527,-0.466822505,197.6591566,1570.330476,31.35325188
2k_Manual_50pts,3,Pair 3,7,794,1644,-1.139853597,2.285421848,-0.487943113,807.2473258,1621.037491,26.50978042
2k_Manual_50pts,4,Pair 4,1,1956,1135,0.0984006,7.439972878,-0.182890698,1945.609266,1143.474353,13.40828148
2k_Manual_50pts,4,Pair 4,2,2458,1252,1.324606538,5.617760181,-0.417129189,2488.195612,1282.220125,42.72038088
2k_Manual_50pts,4,Pair 4,3,1670,1254,-0.832940519,7.599716663,-0.583759129,1645.738836,1264.155631,26.30096844
2k_Manual_50pts,5,Pair 5,1,426,1075,-4.210912704,6.421913624,0.032969084,303.5807571,1049.740313,124.9980914
2k_Manual_50pts,5,Pair 5,2,788,1259,-2.78150773,5.639833927,-0.416887105,710.9821689,1254.699781,77.13778708
2k_Manual_50pts,5,Pair 5,3,2292,841,0.851138175,5.075316429,0.557216346,2330.795861,843.1853914,38.85736407
2k_Manual_50pts,6,Pair 6,1,1792,1520,-0.321248889,5.65302372,-1.037139654,1777.908574,1530.739267,17.71722727
2k_Manual_50pts,7,Pair 7,1,802,918,-2.120479822,4.25227499,0.313069612,731.0019416,910.1115144,71.43495291
2k_Manual_50pts,7,Pair 7,2,1782,762,-0.284796208,4.064594269,0.546786547,1773.403404,790.4841059,29.75307954
2k_Manual_50pts,7,Pair 7,3,1172,1691,-1.706127405,5.248156071,-1.32160008,1124.109856,1694.084627,47.98938238
2k_Manual_50pts,7,Pair 7,4,2464,1880,1.658795834,7.047649384,-2.31817174,2482.675449,1903.557586,30.06213963
2k_Manual_50pts,8,Pair 8,1,1154,1000,-1.608715057,4.739255428,0.172281846,1113.501411,1000.848686,40.50748087
