transform,pair_number,pair_label,point_index,pt2d_u,pt2d_v,pt3d_x,pt3d_y,pt3d_z,reproj_u,reproj_v,error_px
2k_manual_50_wDC,4,Pair 4,2,2458,1252,1.324606538,5.617760181,-0.417129189,2474.494979,1256.650482,17.13800842
2k_manual_50_wDC,4,Pair 4,3,1670,1254,-0.832940519,7.599716663,-0.583759129,1681.884172,1245.885969,14.38996319
2k_manual_50_wDC,5,Pair 5,1,426,1075,-4.210912704,6.421913624,0.032969084,427.0061729,1060.155615,14.87844572
2k_manual_50_wDC,5,Pair 5,2,788,1259,-2.78150773,5.639833927,-0.416887105,793.2012363,1248.239391,11.95171815
2k_manual_50_wDC,5,Pair 5,3,2292,841,0.851138175,5.075316429,0.557216346,2318.75671,838.2390081,26.89878446
2k_manual_50_wDC,6,Pair 6,1,1792,1520,-0.321248889,5.65302372,-1.037139654,1800.629714,1499.102828,22.60893103
2k_manual_50_wDC,7,Pair 7,1,802,918,-2.120479822,4.25227499,0.313069612,779.1222192,919.6579061,22.93777466
2k_manual_50_wDC,7,Pair 7,2,1782,762,-0.284796208,4.064594269,0.546786547,1775.847185,790.2876985,28.94911087
2k_manual_50_wDC,7,Pair 7,3,1172,1691,-1.706127405,5.248156071,-1.32160008,1180.613488,1661.404867,30.82310907
2k_manual_50_wDC,7,Pair 7,4,2464,1880,1.658795834,7.047649384,-2.31817174,2474.663962,1840.517521,40.89726463
2k_manual_50_wDC,8,Pair 8,1,1154,1000,-1.608715057,4.739255428,0.172281846,1154.555214,1003.234709,3.282012636
2k_manual_50_wDC,8,Pair 8,2,2488,848,1.105546713,4.59732008,0.447523475,2490.533053,870.2123294,22.35629525
2k_manual_50_wDC,8,Pair 8,3,1746,1434,-0.408514798,5.488359928,-0.837456763,1761.208,1429.302066,15.91709334
2k_manual_50_wDC,8,Pair 8,4,2098,1610,0.41337952,5.249324322,-1.17806983,2111.030918,1600.242133,16.27945929
2k_manual_50_wDC,9,Pair 9,1,1278,754,-1.087295294,3.7899189,0.542724371,1276.32439,769.085025,15.17780116
2k_manual_50_wDC,9,Pair 9,2,3520,584,2.60321784,3.859048605,0.885790586,3504.472104,576.5048265,17.24219194
2k_manual_50_wDC,10,Pair 10,1,2346,728,0.688269556,3.995275021,0.595692754,2333.692496,757.4024626,31.87443286
2k_manual_50_wDC,10,Pair 10,2,2962,786,1.921008348,4.413971901,0.573340476,2960.354615,794.5418806,8.698908943
2k_manual_50_wDC,11,Pair 11,1,2166,655,0.354987949,3.6798563,0.697741508,2159.55031,668.3645406,14.83945556
2k_manual_50_wDC,11,Pair 11,2,1924,1387,0.000588383,4.890031338,-0.643030643,1931.730024,1387.111512,7.730828016
2k_manual_50_wDC,11,Pair 11,3,2790,1496,1.470973015,3.937247753,-0.619974971,2811.156518,1472.47174,31.64138585
2k_manual_50_wDC,12,Pair 12,1,916,1066,-2.175082684,5.001438141,0.067221306,930.2496112,1052.391277,19.70402915
2k_manual_50_wDC,12,Pair 12,2,2732,743,1.40160656,4.12398386,0.615472317,2731.924336,753.0680792,10.06836347
2k_manual_50_wDC,12,Pair 12,3,2374,1644,1.260709286,6.196139812,-1.417255521,2399.185844,1608.821389,43.26501373
2k_manual_50_wDC,14,Pair 14,1,3112,1252,1.440896749,2.889297724,-0.16578339,3123.7932,1260.927691,14.79132276
2k_manual_50_wDC,14,Pair 14,2,2900,1128,1.448679924,3.494766235,-0.023693403,2913.692874,1127.103118,13.72221587
2k_manual_50_wDC,15,Pair 15,1,1784,933,-0.247766659,3.781064034,0.23784788,1786.097699,956.9271115,24.0188885
2k_manual_50_wDC,15,Pair 15,2,2128,940,0.344663382,4.137983799,0.255334437,2124.999523,956.5216753,16.79192115
2k_manual_50_wDC,15,Pair 15,3,2478,1060,0.901913524,3.899879217,0.053801741,2469.841452,1070.313643,13.15040401
2k_manual_50_wDC,15,Pair 15,4,2500,824,1.522630572,6.209660053,0.691592038,2498.100557,827.3095933,3.815925971
2k_manual_50_wDC,15,Pair 15,5,3076,993,2.363394976,4.843512058,0.212576643,3083.46114,992.6878659,7.46766603
2k_manual_50_wDC,16,Pair 16,1,2582,965,1.273590088,4.436022758,0.227860391,2600.924025,977.8755595,22.88883446
2k_manual_50_wDC,16,Pair 16,2,866,661,-2.702931881,5.861323357,1.04803896,869.2788381,665.4849971,5.555715856
2k_manual_50_wDC,16,Pair 16,3,914,732,-2.164156675,5.712397099,0.787677705,1062.487333,762.7116191,151.6301148
2k_manual_50_wDC,16,Pair 16,4,868,730,-2.721180201,5.901352406,0.861826003,869.6603189,740.9089096,11.03453524
2k_manual_50_wDC,17,Pair 17,1,2780,1010,1.578719497,4.393350124,0.145358473,2774.530583,1021.157292,12.42576741
2k_manual_50_wDC,17,Pair 17,2,3450,871,2.242145061,3.485551357,0.355745584,3450.587154,874.5771132,3.624981194
2k_manual_50_wDC,18,Pair 18,1,432,1186,-1.764425516,2.69074893,-0.06229718,413.1507714,1169.420575,25.10320217
2k_manual_50_wDC,18,Pair 18,2,626,1640,-1.432673693,2.50632,-0.529504359,600.8385999,1615.007377,35.46445091
2k_manual_50_wDC,18,Pair 18,3,828,1588,-1.266008019,2.653071642,-0.513295233,819.6417338,1570.866672,19.06335625
2k_manual_50_wDC,18,Pair 18,4,2086,454,0.243618459,3.968923092,1.05041182,2079.448601,490.480391,37.06399548
2k_manual_50_wDC,18,Pair 18,5,2836,965,3.177153349,8.163993835,0.420374274,2836.883006,957.7603058,7.293344373
2k_manual_50_wDC,19,Pair 19,1,1590,790,-0.997787118,8.747796059,0.986580312,1673.289458,815.293871,87.04546916
2k_manual_50_wDC,20,Pair 20,1,1316,1115,-0.661009669,2.466170073,-0.004089604,1318.99223,1130.40846,15.6963081
2k_manual_50_wDC,20,Pair 20,2,2084,1135,0.163499698,2.667270422,-0.04203181,2079.356613,1159.836435,25.26676778
2k_manual_50_wDC,20,Pair 20,3,934,1246,-1.413321733,3.329986095,-0.204824403,950.3619274,1246.203121,16.36318817
2k_manual_50_wDC,20,Pair 20,4,1080,1015,-1.362742543,3.793680668,0.132839695,1106.971354,1016.368952,27.00607255
2k_manual_50_wDC,21,Pair 21,1,2018,593,0.389567763,9.859386444,1.928168058,2021.655054,625.6626351,32.86650504
2k_manual_50_wDC,21,Pair 21,2,1086,1139,-1.334685564,3.666197538,-0.063174397,1094.792234,1138.359834,8.815508406
2k_manual_50_wDC,21,Pair 21,3,390,923,-1.77546382,2.656670332,0.204990715,386.4798481,937.7381904,15.15274646
2k_manual_50_wDC,21,Pair 21,4,2164,1177,0.264250576,2.615741014,-0.090596564,2171.672422,1205.524517,29.53835032
2k_manual_50_wDC,22,Pair 22,1,2766,1411,1.230587959,3.429121733,-0.423061788,2778.856111,1400.493354,16.60328908
2k_manual_50_wDC,22,Pair 22,2,1514,974,-0.580147922,4.127464294,0.160920829,1614.4475,1006.050074,105.4367465
2k_manual_50_wDC,23,Pair 23,1,2798,1443,1.428974986,3.823756218,-0.519676387,2811.974366,1423.598566,23.91021871
2k_manual_50_wDC,23,Pair 23,2,1426,1096,-0.601715386,2.71462822,-0.003285409,1427.683836,1122.080193,26.13449371
2k_manual_50_wDC,23,Pair 23,3,2206,1034,0.3785097,3.449705839,0.093907297,2187.738018,1044.819073,21.22621815
2k_manual_50_wDC,23,Pair 23,4,620,1556,-1.589001894,2.807316065,-0.519154429,615.2893769,1544.087645,12.80992435
2k_manual_50_wDC,24,Pair 24,1,2618,518,2.043557882,7.112775803,1.659160376,2601.106854,539.9977573,27.73589178
2k_manual_50_wDC,24,Pair 24,2,2058,653,0.337926328,6.431075096,1.134203911,2053.097084,678.9707033,26.42945355
2k_manual_50_wDC,24,Pair 24,3,1300,1010,-1.193648458,4.378315926,0.114345171,1310.202404,1030.938905,23.2922047
2k_manual_50_wDC,25,Pair 25,1,1280,1357,-0.67865169,2.364202976,-0.240769699,1271.548628,1366.359284,12.61038821
2k_manual_50_wDC,25,Pair 25,2,828,1561,-1.431928158,3.033917904,-0.557584167,834.0874341,1537.058433,24.70335005
2k_manual_50_wDC,25,Pair 25,3,582,970,-1.84900701,3.170248985,0.200664908,578.7403822,958.2523972,12.19144289
2k_manual_50_wDC,26,Pair 26,1,3492,1678,1.418410897,2.184612513,-0.457301497,3465.998216,1639.216222,46.69340657
2k_manual_50_wDC,26,Pair 26,2,2318,1306,0.499326915,2.906659126,-0.260213494,2335.062995,1326.033335,26.31502099
2k_manual_50_wDC,26,Pair 26,3,2036,1068,0.122553989,3.502087831,-0.188121364,2014.884168,1227.612308,161.0030042
2k_manual_50_wDC,29,Pair 29,1,2374,1293,0.913406491,6.288268089,-0.554604769,2262.158828,1281.88888,112.3917469
2k_manual_50_wDC,30,Pair 30,1,370,873,-4.500569344,5.266636372,0.565169275,67.20024501,842.0564586,304.376731
2k_manual_50_wDC,30,Pair 30,2,1768,1036,-0.635668516,7.657513618,0.059359528,1743.088197,1055.481483,31.62477047
2k_manual_50_wDC,30,Pair 30,3,932,1250,-3.222494602,7.236100197,-0.526938558,906.7613046,1237.618642,28.1120928
2k_manual_50_wDC,31,Pair 31,1,1060,1451,-2.451100588,6.547836781,-1.012145281,1070.299744,1428.276553,24.94874275
2k_manual_50_wDC,31,Pair 31,2,1734,1606,-0.620961785,7.471808434,-1.661425352,1739.150673,1578.310478,28.16449997
2k_manual_50_wDC,32,Pair 32,1,1628,1488,-0.831801713,7.01644516,-1.195568919,1659.813056,1460.784307,41.86603057
2k_manual_50_wDC,32,Pair 32,2,2056,1835,0.388932377,6.341479301,-1.976750374,2069.706827,1795.574926,41.7398317
2k_manual_50_wDC,36,Pair 36,1,628,1250,-2.160076618,3.936044693,-0.251130134,660.3759009,1240.762741,33.66787667
2k_manual_50_wDC,36,Pair 36,2,2096,1511,0.725066602,9.195584297,-1.686050415,2107.352234,1486.224043,27.25291251
2k_manual_50_wDC,37,Pair 37,1,482,1668,-5.078583717,8.125874519,-2.047044754,500.0526226,1639.326818,33.88286522
2k_manual_50_wDC,37,Pair 37,2,1704,1128,-0.364478946,3.786136389,-0.023307888,1715.357718,1113.308372,18.56991378
2k_manual_50_wDC,37,Pair 37,3,2038,1147,0.209737122,3.98927331,-0.081072763,2054.015008,1144.574775,16.19759804
2k_manual_50_wDC,39,Pair 39,1,1798,1117,-0.554783821,9.764578819,-0.192815453,1801.248586,1111.984059,5.976033815
2k_manual_50_wDC,39,Pair 39,2,1000,460,-1.55228436,3.746417522,0.976319849,974.7150152,493.0139997,41.58430751
2k_manual_50_wDC,40,Pair 40,1,1668,417,-0.454003364,2.865203857,1.063067675,1572.310549,252.8994471,189.9617397
2k_manual_50_wDC,41,Pair 41,1,1432,1683,-0.629106939,2.895113468,-0.693336129,1430.815252,1669.444037,13.60763585
2k_manual_50_wDC,42,Pair 42,1,1472,1999,-0.634747803,3.261282206,-1.232457399,1478.671998,1986.885188,13.83055399
2k_manual_50_wDC,43,Pair 43,1,1828,850,-0.365855366,8.363074303,0.77884239,1832.236995,861.5464456,12.29929006
2k_manual_50_wDC,43,Pair 43,2,782,1087,-1.758696198,3.606682301,0.023494866,802.8557487,1083.423265,21.16022902
