1,pair_number,pair_label,point_index,pt2d_u,pt2d_v,pt3d_x,pt3d_y,pt3d_z,reproj_u,reproj_v,error_px
2k_Manual_50pts,16,Pair 16,1,835,500,-0.327681899,2.767223358,0.134366259,840.9365244,508.8669155,10.67073156
2k_Manual_50pts,16,Pair 16,2,578,486,-0.924859047,2.685894012,0.173277065,580.4140617,487.1739398,2.68436747
2k_Manual_50pts,16,Pair 16,3,562,675,-0.945581436,2.66767478,-0.24984476,565.248406,669.3988518,6.474951942
2k_Manual_50pts,16,Pair 16,4,827,687,-0.354476452,2.784894466,-0.292012721,827.2362881,683.6889991,3.319421513
2k_Manual_50pts,17,Pair 17,1,1257,508,0.451711208,1.878951311,0.099756002,1255.35733,529.5779258,21.64036155
2k_Manual_50pts,17,Pair 17,2,879,776,-0.152493805,1.833010912,-0.30822894,894.0513826,767.6413544,17.21659299
2k_Manual_50pts,17,Pair 17,3,1256,791,0.458713055,1.911621571,-0.331564724,1252.118196,780.5992812,11.10150248
2k_Manual_50pts,18,Pair 18,1,1530,512,0.907741845,1.967763662,0.111677781,1509.690197,527.0467983,25.27635709
2k_Manual_50pts,18,Pair 18,2,1504,775,0.875229418,1.966832638,-0.318891615,1487.632588,773.7274372,16.41680776
2k_Manual_50pts,19,Pair 19,1,1818,546,1.282537222,1.814601898,0.068482079,1780.897669,557.5395655,38.85543155
2k_Manual_50pts,19,Pair 19,2,1417,518,0.793267787,2.119339943,0.10523472,1409.619848,529.388739,13.5709254
2k_Manual_50pts,19,Pair 19,3,1393,764,0.763306797,2.12741375,-0.328383088,1389.007465,760.0824876,5.593499846
2k_Manual_50pts,19,Pair 19,4,1791,834,1.255433321,1.793434978,-0.359509081,1764.840771,821.9536464,28.79965071
2k_Manual_50pts,22,Pair 22,1,1530,820,0.862586677,1.829873562,-0.345283777,1515.817764,806.3060227,19.71448313
2k_Manual_50pts,22,Pair 22,2,982,904,0.014975999,1.688659787,-0.477302015,996.748765,898.7651945,15.65021591
4k_Manual_4pts,1,Pair 1,1,1060,348,0.644281268,8.177530289,1.35458672,1073.725969,331.0650182,21.79898703
4k_Manual_4pts,1,Pair 1,2,1047,658,0.41730091,5.614927769,-0.56500572,1047.378866,651.651092,6.360202193
4k_Manual_4pts,1,Pair 1,3,707,335,-1.409311652,6.100589752,1.052605152,701.5955401,338.351269,6.359181601
4k_Manual_4pts,1,Pair 1,4,984,904,0.022453083,1.686300993,-0.459020048,863.4053774,852.283644,131.2160222
4k_Manual_4pts,1,Pair 1,5,1716,757,2.366709709,3.7164886,-0.58923769,1668.980038,734.0013014,52.34326138
4k_Manual_4pts,2,Pair 2,1,1177,514,0.525034308,2.828646421,0.0989649,1105.116823,527.1876143,73.08285959
4k_Manual_4pts,2,Pair 2,2,936,507,-0.07467816,2.805514336,0.108223192,880.9605779,524.5342068,57.76492353
4k_Manual_4pts,2,Pair 2,3,925,685,-0.096847892,2.750538349,-0.302333862,870.7990751,679.5136746,54.47788568
4k_Manual_4pts,2,Pair 2,4,1181,695,0.514666975,2.708992958,-0.297373027,1104.672749,681.4045842,77.52860456
4k_Manual_4pts,2,Pair 2,5,882,372,-0.510918498,7.270203114,1.000199914,893.192109,370.7986173,11.25640373
4k_Manual_4pts,2,Pair 2,6,1104,430,0.973343909,7.894141674,0.742744267,1125.015812,416.6423236,24.90164407
4k_Manual_4pts,2,Pair 2,7,481,289,-2.231410027,5.250240326,1.141669035,476.2254696,294.8627672,7.560964262
4k_Manual_4pts,3,Pair 3,1,1554,602,2.169694424,4.348338604,-0.15495187,1528.700035,586.5421166,29.64851384
4k_Manual_4pts,3,Pair 3,2,1384,590,1.565057993,4.420692444,-0.122775726,1353.979968,576.3822223,32.964317
4k_Manual_4pts,3,Pair 3,3,1378,712,1.548813105,4.378613472,-0.550698757,1352.927844,689.1134503,33.94712318
4k_Manual_4pts,3,Pair 3,4,1548,721,2.15353775,4.317194939,-0.564489305,1527.440721,697.5223521,31.20711299
4k_Manual_4pts,4,Pair 4,1,1522,598,2.128122807,4.506841183,-0.143206581,1500.811928,580.760262,27.3156176
4k_Manual_4pts,4,Pair 4,2,1394,591,1.574003935,4.320743084,-0.111110955,1363.48674,574.8357819,34.53029111
4k_Manual_4pts,4,Pair 4,3,1393,714,1.581758618,4.293738842,-0.532387614,1368.077128,687.7250551,36.2149453
4k_Manual_4pts,4,Pair 4,4,1522,717,2.134858847,4.473426819,-0.562333286,1506.029159,690.6153235,30.84183704
4k_Manual_4pts,4,Pair 4,5,1745,724,3.196326017,4.741240501,-0.621527731,1753.600079,696.7929335,28.53394175
4k_Manual_4pts,5,Pair 5,1,1290,584,1.438877106,5.1793046,-0.136691839,1279.556796,569.5610137,17.81978765
4k_Manual_4pts,5,Pair 5,2,1157,573,0.872162819,5.069969177,-0.092112206,1152.392552,560.6100566,13.21889837
4k_Manual_4pts,5,Pair 5,3,1290,682,1.424885988,5.146717072,-0.564948678,1278.220979,666.1848666,19.71962939
4k_Manual_4pts,5,Pair 5,4,1156,674,0.847511411,5.074458122,-0.497062236,1147.044132,651.512594,24.20518545
4k_Manual_4pts,6,Pair 6,1,1128,573,0.789323032,5.42399168,-0.119304411,1126.953768,562.9536939,10.10063699
4k_Manual_4pts,6,Pair 6,2,1001,562,0.168054953,5.537057877,-0.069137663,995.7009661,551.5756421,11.69388717
4k_Manual_4pts,6,Pair 6,3,993,651,0.143021345,5.502000332,-0.478945971,990.6867191,636.3125413,14.86851413
4k_Manual_4pts,6,Pair 6,4,1121,665,0.756538332,5.381266117,-0.519747257,1120.985176,648.4502454,16.5497612
4k_Manual_4pts,6,Pair 6,5,400,685,-1.662195802,3.40576911,-0.358266354,405.3076646,669.030143,16.8287741
4k_Manual_4pts,7,Pair 7,1,967,559,0.02161487,4.847380161,-0.067640975,957.9570806,557.3268958,9.196394302
4k_Manual_4pts,7,Pair 7,2,829,550,-0.607072353,4.94166708,-0.043250546,817.0465948,551.1526937,12.00885501
4k_Manual_4pts,7,Pair 7,3,962,665,0.002564476,4.872560978,-0.465800941,954.2546244,648.5143155,18.21451719
4k_Manual_4pts,7,Pair 7,4,821,659,-0.625349879,4.897645473,-0.451493651,811.5683188,644.3478576,17.42532315
4k_Manual_4pts,8,Pair 8,1,815,551,-0.56484884,4.293528557,-0.019107917,800.0061378,551.2211732,14.99549333
4k_Manual_4pts,8,Pair 8,2,653,541,-1.196886659,4.310802937,-0.003844097,639.6969744,547.599667,14.85012102
4k_Manual_4pts,8,Pair 8,3,647,661,-1.191316247,4.225700378,-0.398281366,634.707837,650.579978,16.11440758
4k_Manual_4pts,8,Pair 8,4,805,672,-0.582899034,4.288036346,-0.433390558,795.5133552,657.3516736,17.45193104
4k_Manual_4pts,9,Pair 9,1,677,545,-1.020405769,4.015432835,0.008444885,662.6624511,546.9381333,14.46795321
4k_Manual_4pts,9,Pair 9,2,491,535,-1.584828973,3.82520628,0.053966731,486.0324688,536.3724883,5.153648235
4k_Manual_4pts,9,Pair 9,3,479,673,-1.587715626,3.783632994,-0.366909027,480.8322492,657.0394549,16.06537077
4k_Manual_4pts,9,Pair 9,4,671,678,-1.038771152,4.012162685,-0.406148463,657.8605255,659.4606799,22.723384
4k_Manual_4pts,10,Pair 10,1,510,538,-1.393873453,3.538686991,0.055015773,506.2692432,538.1451064,3.733577703
4k_Manual_4pts,10,Pair 10,2,301,526,-1.995245218,3.454949141,0.100693762,309.0275778,525.2234021,8.06505482
4k_Manual_4pts,10,Pair 10,3,286,680,-2.010130644,3.412713528,-0.337880194,298.5892817,662.4075673,21.63293099
4k_Manual_4pts,10,Pair 10,4,498,687,-1.426668763,3.52849865,-0.377753794,495.7510625,669.7747869,17.37140428
4k_Manual_4pts,11,Pair 11,1,1338,826,1.173133373,3.666062593,-0.793741107,1291.379174,794.1266525,56.47487699
4k_Manual_4pts,11,Pair 11,2,1140,804,0.583477318,3.787935257,-0.781006396,1106.096047,778.2121756,42.5968299
4k_Manual_4pts,11,Pair 11,3,1131,947,0.563111663,3.766828537,-1.215848684,1101.777223,908.6478368,48.21679267
4k_Manual_4pts,11,Pair 11,4,1330,973,1.157888412,3.618514299,-1.222074389,1291.366893,930.9185713,57.12585756
4k_Manual_4pts,12,Pair 12,1,1124,744,0.719046295,4.959563732,-0.805146515,1120.166615,725.109194,19.27582399
4k_Manual_4pts,12,Pair 12,2,992,739,0.125852913,4.774870396,-0.772687078,982.2242251,723.4794889,18.342629
4k_Manual_4pts,12,Pair 12,3,986,853,0.103377804,4.724350452,-1.20206964,976.9956858,828.3675345,26.22662828
4k_Manual_4pts,12,Pair 12,4,1121,853,0.693334997,4.934185505,-1.247586966,1115.595039,828.8630614,24.73470049
4k_Manual_4pts,13,Pair 13,1,1329,927,0.840417683,2.665266752,-0.774264157,1239.582559,876.6137543,102.6365068
4k_Manual_4pts,13,Pair 13,2,1080,873,0.279837459,2.90625453,-0.75943017,1014.956259,839.5279966,73.15096223
4k_Manual_4pts,13,Pair 13,3,1057,1066,0.23549521,2.832612276,-1.180762529,999.1712264,1006.895186,82.68945601
4k_Manual_4pts,14,Pair 14,1,1477,541,1.214520335,2.824749708,0.063695192,1375.008039,540.0218024,101.996652
4k_Manual_4pts,14,Pair 14,2,1216,524,0.644572496,3.027292728,0.089092061,1143.590995,529.2610476,72.59988048
4k_Manual_4pts,14,Pair 14,3,1207,698,0.614379764,2.955450058,-0.343248039,1135.644875,685.7263034,72.40302112
4k_Manual_4pts,14,Pair 14,4,1470,726,1.192061186,2.809343576,-0.360411644,1368.138832,703.6707393,104.2798808
4k_Manual_4pts,15,Pair 15,1,1151,513,0.388175249,2.445595026,0.101069145,1057.107979,529.4353941,95.31964047
4k_Manual_4pts,15,Pair 15,2,870,498,-0.212956175,2.435207605,0.130796671,805.5679356,517.8312411,67.4149023
4k_Manual_4pts,15,Pair 15,3,856,702,-0.241929248,2.398650885,-0.298250467,791.2896187,698.6748274,64.79575776
4k_Manual_4pts,15,Pair 15,4,1142,728,0.379656255,2.466568708,-0.340950578,1054.178829,713.4795228,89.01349556
4k_Manual_4pts,16,Pair 16,1,835,500,-0.327681899,2.767223358,0.134366259,784.6773249,515.2624642,52.58625718
4k_Manual_4pts,16,Pair 16,2,578,486,-0.924859047,2.685894012,0.173277065,548.9883074,501.232519,32.76748306
4k_Manual_4pts,16,Pair 16,3,562,675,-0.945581436,2.66767478,-0.24984476,539.3270799,664.3394697,25.05410568
4k_Manual_4pts,16,Pair 16,4,827,687,-0.354476452,2.784894466,-0.292012721,776.6223439,673.7673482,52.08657516
4k_Manual_4pts,17,Pair 17,1,1257,508,0.451711208,1.878951311,0.099756002,1097.880175,536.0033947,161.5651849
4k_Manual_4pts,17,Pair 17,2,879,776,-0.152493805,1.833010912,-0.30822894,782.0826821,750.3943982,100.242772
4k_Manual_4pts,17,Pair 17,3,1256,791,0.458713055,1.911621571,-0.331564724,1101.824162,757.179464,157.8417484
4k_Manual_4pts,18,Pair 18,1,1530,512,0.907741845,1.967763662,0.111677781,1333.373302,528.2856136,197.2999733
4k_Manual_4pts,18,Pair 18,2,1504,775,0.875229418,1.966832638,-0.318891615,1317.172247,749.0959188,188.6150333
4k_Manual_4pts,19,Pair 19,1,1818,546,1.282537222,1.814601898,0.068482079,1573.110137,553.5569645,245.0064339
4k_Manual_4pts,19,Pair 19,2,1417,518,0.793267787,2.119339943,0.10523472,1257.872358,530.1146357,159.5881288
4k_Manual_4pts,19,Pair 19,3,1393,764,0.763306797,2.12741375,-0.328383088,1243.453445,737.3930089,151.895043
4k_Manual_4pts,19,Pair 19,4,1791,834,1.255433321,1.793434978,-0.359509081,1561.769504,794.9136785,232.5389447
4k_Manual_4pts,22,Pair 22,1,1530,820,0.862586677,1.829873562,-0.345283777,1327.687866,778.0308402,206.6194812
4k_Manual_4pts,22,Pair 22,2,982,904,0.014975999,1.688659787,-0.477302015,859.4029199,862.254496,129.5095794
4k_Manual_30pts,1,Pair 1,1,1060,348,0.644281268,8.177530289,1.35458672,1059.48298,336.025365,11.98579131
4k_Manual_30pts,1,Pair 1,2,1047,658,0.41730091,5.614927769,-0.56500572,1051.828298,660.2788086,5.339047764
4k_Manual_30pts,1,Pair 1,3,707,335,-1.409311652,6.100589752,1.052605152,688.9427643,333.3712388,18.13054394
4k_Manual_30pts,1,Pair 1,4,984,904,0.022453083,1.686300993,-0.459020048,983.1359734,866.8031959,37.20683776
4k_Manual_30pts,1,Pair 1,5,1716,757,2.366709709,3.7164886,-0.58923769,1719.603356,741.2641783,16.14311792
4k_Manual_30pts,2,Pair 2,1,1177,514,0.525034308,2.828646421,0.0989649,1176.139252,520.6673849,6.722715853
4k_Manual_30pts,2,Pair 2,2,936,507,-0.07467816,2.805514336,0.108223192,937.285596,516.185988,9.275512531
4k_Manual_30pts,2,Pair 2,3,925,685,-0.096847892,2.750538349,-0.302333862,927.2509137,681.9942901,3.75511706
4k_Manual_30pts,2,Pair 2,4,1181,695,0.514666975,2.708992958,-0.297373027,1180.200091,684.4206356,10.609562
4k_Manual_30pts,2,Pair 2,5,882,372,-0.510918498,7.270203114,1.000199914,880.1075853,372.3771585,1.929632558
4k_Manual_30pts,2,Pair 2,6,1104,430,0.973343909,7.894141674,0.742744267,1112.6726,423.1925815,11.02519589
4k_Manual_30pts,2,Pair 2,7,481,289,-2.231410027,5.250240326,1.141669035,456.5914726,281.352603,25.57848495
4k_Manual_30pts,3,Pair 3,1,1554,602,2.169694424,4.348338604,-0.15495187,1563.73462,592.074306,13.90259802
4k_Manual_30pts,3,Pair 3,2,1384,590,1.565057993,4.420692444,-0.122775726,1385.810365,581.1236271,9.059106886
4k_Manual_30pts,3,Pair 3,3,1378,712,1.548813105,4.378613472,-0.550698757,1385.305881,697.4659583,16.26696847
4k_Manual_30pts,3,Pair 3,4,1548,721,2.15353775,4.317194939,-0.564489305,1562.946116,705.846222,21.28434583
4k_Manual_30pts,4,Pair 4,1,1522,598,2.128122807,4.506841183,-0.143206581,1532.127178,586.5009128,15.32281743
4k_Manual_30pts,4,Pair 4,2,1394,591,1.574003935,4.320743084,-0.111110955,1397.756443,579.2746011,12.31242633
4k_Manual_30pts,4,Pair 4,3,1393,714,1.581758618,4.293738842,-0.532387614,1402.693957,695.8734621,20.55587926
4k_Manual_30pts,4,Pair 4,4,1522,717,2.134858847,4.473426819,-0.562333286,1537.837077,699.0799665,23.91527952
4k_Manual_30pts,4,Pair 4,5,1745,724,3.196326017,4.741240501,-0.621527731,1775.148435,705.2277952,35.51512078
4k_Manual_30pts,5,Pair 5,1,1290,584,1.438877106,5.1793046,-0.136691839,1295.955223,575.6543179,10.25256486
4k_Manual_30pts,5,Pair 5,2,1157,573,0.872162819,5.069969177,-0.092112206,1167.741076,565.5125536,13.09322634
4k_Manual_30pts,5,Pair 5,3,1290,682,1.424885988,5.146717072,-0.564948678,1294.753319,674.9945791,8.465811568
4k_Manual_30pts,5,Pair 5,4,1156,674,0.847511411,5.074458122,-0.497062236,1161.708334,659.5069623,15.57668819
4k_Manual_30pts,6,Pair 6,1,1128,573,0.789323032,5.42399168,-0.119304411,1136.602514,568.5715599,9.675449847
4k_Manual_30pts,6,Pair 6,2,1001,562,0.168054953,5.537057877,-0.069137663,1000.018617,556.3171151,5.767000319
4k_Manual_30pts,6,Pair 6,3,993,651,0.143021345,5.502000332,-0.478945971,994.6294088,644.0922992,7.097274409
4k_Manual_30pts,6,Pair 6,4,1121,665,0.756538332,5.381266117,-0.519747257,1130.573271,656.768425,12.62562274
4k_Manual_30pts,6,Pair 6,5,400,685,-1.662195802,3.40576911,-0.358266354,400.3614719,673.0172885,11.98816232
4k_Manual_30pts,7,Pair 7,1,967,559,0.02161487,4.847380161,-0.067640975,969.8311173,560.4852567,3.1970631
4k_Manual_30pts,7,Pair 7,2,829,550,-0.607072353,4.94166708,-0.043250546,820.8532716,553.4927829,8.863899611
4k_Manual_30pts,7,Pair 7,3,962,665,0.002564476,4.872560978,-0.465800941,964.9064855,655.6459166,9.795230173
4k_Manual_30pts,7,Pair 7,4,821,659,-0.625349879,4.897645473,-0.451493651,814.7701284,651.0778091,10.07831382
4k_Manual_30pts,8,Pair 8,1,815,551,-0.56484884,4.293528557,-0.019107917,812.5733248,551.567513,2.4921524
4k_Manual_30pts,8,Pair 8,2,653,541,-1.196886659,4.310802937,-0.003844097,641.2546342,546.8642887,13.12796633
4k_Manual_30pts,8,Pair 8,3,647,661,-1.191316247,4.225700378,-0.398281366,636.0165043,655.9078996,12.10647201
4k_Manual_30pts,8,Pair 8,4,805,672,-0.582899034,4.288036346,-0.433390558,806.8745084,663.4315476,8.771097912
4k_Manual_30pts,9,Pair 9,1,677,545,-1.020405769,4.015432835,0.008444885,670.9117176,545.2316858,6.092689133
4k_Manual_30pts,9,Pair 9,2,491,535,-1.584828973,3.82520628,0.053966731,482.9554866,532.0613285,8.564460629
4k_Manual_30pts,9,Pair 9,3,479,673,-1.587715626,3.783632994,-0.366909027,476.3468629,661.3994388,11.90009061
4k_Manual_30pts,9,Pair 9,4,671,678,-1.038771152,4.012162685,-0.406148463,664.5029955,664.8121575,14.70136924
4k_Manual_30pts,10,Pair 10,1,510,538,-1.393873453,3.538686991,0.055015773,510.6454757,532.7507406,5.288795988
4k_Manual_30pts,10,Pair 10,2,301,526,-1.995245218,3.454949141,0.100693762,294.7069929,516.9870609,10.99249791
4k_Manual_30pts,10,Pair 10,3,286,680,-2.010130644,3.412713528,-0.337880194,281.7661503,665.7169009,14.89739584
4k_Manual_30pts,10,Pair 10,4,498,687,-1.426668763,3.52849865,-0.377753794,497.5270084,674.2921227,12.71667668
4k_Manual_30pts,11,Pair 11,1,1338,826,1.173133373,3.666062593,-0.793741107,1340.25955,805.8488793,20.27740697
4k_Manual_30pts,11,Pair 11,2,1140,804,0.583477318,3.787935257,-0.781006396,1143.894272,789.836565,14.68905181
4k_Manual_30pts,11,Pair 11,3,1131,947,0.563111663,3.766828537,-1.215848684,1139.339546,927.4273661,21.27524453
4k_Manual_30pts,11,Pair 11,4,1330,973,1.157888412,3.618514299,-1.222074389,1341.067157,949.1671971,26.27707087
4k_Manual_30pts,12,Pair 12,1,1124,744,0.719046295,4.959563732,-0.805146515,1135.40469,735.6821739,14.11570717
4k_Manual_30pts,12,Pair 12,2,992,739,0.125852913,4.774870396,-0.772687078,995.046133,733.8721505,5.964374801
4k_Manual_30pts,12,Pair 12,3,986,853,0.103377804,4.724350452,-1.20206964,989.6616453,843.8067018,9.895674741
4k_Manual_30pts,12,Pair 12,4,1121,853,0.693334997,4.934185505,-1.247586966,1130.555598,843.6955881,13.33722393
4k_Manual_30pts,13,Pair 13,1,1329,927,0.840417683,2.665266752,-0.774264157,1325.445511,892.7735614,34.41051423
4k_Manual_30pts,13,Pair 13,2,1080,873,0.279837459,2.90625453,-0.75943017,1075.106845,854.2589781,19.36927645
4k_Manual_30pts,13,Pair 13,3,1057,1066,0.23549521,2.832612276,-1.180762529,1060.490719,1034.319976,31.87175942
4k_Manual_30pts,14,Pair 14,1,1477,541,1.214520335,2.824749708,0.063695192,1461.151402,535.8405103,16.66728508
4k_Manual_30pts,14,Pair 14,2,1216,524,0.644572496,3.027292728,0.089092061,1208.752126,524.5380353,7.267816653
4k_Manual_30pts,14,Pair 14,3,1207,698,0.614379764,2.955450058,-0.343248039,1202.37975,690.102276,9.149904506
4k_Manual_30pts,14,Pair 14,4,1470,726,1.192061186,2.809343576,-0.360411644,1454.053266,708.6238443,23.58450975
4k_Manual_30pts,15,Pair 15,1,1151,513,0.388175249,2.445595026,0.101069145,1143.34837,519.4427696,10.002836
4k_Manual_30pts,15,Pair 15,2,870,498,-0.212956175,2.435207605,0.130796671,871.7681592,505.1473441,7.362806142
4k_Manual_30pts,15,Pair 15,3,856,702,-0.241929248,2.398650885,-0.298250467,856.3807946,700.7250296,1.330621664
4k_Manual_30pts,15,Pair 15,4,1142,728,0.379656255,2.466568708,-0.340950578,1137.989986,717.6684473,11.08247239
4k_Manual_30pts,16,Pair 16,1,835,500,-0.327681899,2.767223358,0.134366259,835.1345371,505.2542481,5.255970226
4k_Manual_30pts,16,Pair 16,2,578,486,-0.924859047,2.685894012,0.173277065,581.2660588,487.4959324,3.592346555
4k_Manual_30pts,16,Pair 16,3,562,675,-0.945581436,2.66767478,-0.24984476,569.1253876,664.6395723,12.57416444
4k_Manual_30pts,16,Pair 16,4,827,687,-0.354476452,2.784894466,-0.292012721,824.2651127,675.7767157,11.55169769
4k_Manual_30pts,17,Pair 17,1,1257,508,0.451711208,1.878951311,0.099756002,1227.42499,519.8424409,31.85788172
4k_Manual_30pts,17,Pair 17,2,879,776,-0.152493805,1.833010912,-0.30822894,880.4876276,753.9595598,22.09058715
4k_Manual_30pts,17,Pair 17,3,1256,791,0.458713055,1.911621571,-0.331564724,1227.794018,762.6541428,39.98831117
4k_Manual_30pts,18,Pair 18,1,1530,512,0.907741845,1.967763662,0.111677781,1476.552058,514.0509378,53.4872779
4k_Manual_30pts,18,Pair 18,2,1504,775,0.875229418,1.966832638,-0.318891615,1457.875523,753.7467865,50.78549492
4k_Manual_30pts,19,Pair 19,1,1818,546,1.282537222,1.814601898,0.068482079,1741.584543,540.1906213,76.63596403
4k_Manual_30pts,19,Pair 19,2,1417,518,0.793267787,2.119339943,0.10523472,1382.003241,517.6884184,34.99814596
4k_Manual_30pts,19,Pair 19,3,1393,764,0.763306797,2.12741375,-0.328383088,1364.691214,742.0866549,35.79919056
4k_Manual_30pts,19,Pair 19,4,1791,834,1.255433321,1.793434978,-0.359509081,1729.27171,798.4713504,71.22265563
4k_Manual_30pts,22,Pair 22,1,1530,820,0.862586677,1.829873562,-0.345283777,1482.55434,784.4843695,59.26593179
4k_Manual_30pts,22,Pair 22,2,982,904,0.014975999,1.688659787,-0.477302015,978.4212118,877.9534431,26.29126952
4k_Manual_100pts,1,Pair 1,1,1060,348,0.644281268,8.177530289,1.35458672,1066.655301,335.2636903,14.37033829
4k_Manual_100pts,1,Pair 1,2,1047,658,0.41730091,5.614927769,-0.56500572,1055.302024,660.5171834,8.675241247
4k_Manual_100pts,1,Pair 1,3,707,335,-1.409311652,6.100589752,1.052605152,694.6725767,333.8663881,12.37943619
4k_Manual_100pts,1,Pair 1,4,984,904,0.022453083,1.686300993,-0.459020048,965.4109344,872.0487278,36.96535069
4k_Manual_100pts,1,Pair 1,5,1716,757,2.366709709,3.7164886,-0.58923769,1720.840167,744.7836578,13.14025256
4k_Manual_100pts,2,Pair 2,1,1177,514,0.525034308,2.828646421,0.0989649,1169.971555,524.2308207,12.41244274
4k_Manual_100pts,2,Pair 2,2,936,507,-0.07467816,2.805514336,0.108223192,931.4606877,519.5586909,13.35387856
4k_Manual_100pts,2,Pair 2,3,925,685,-0.096847892,2.750538349,-0.302333862,920.9557916,684.8602472,4.046622309
4k_Manual_100pts,2,Pair 2,4,1181,695,0.514666975,2.708992958,-0.297373027,1172.994327,687.9475619,10.66900536
4k_Manual_100pts,2,Pair 2,5,882,372,-0.510918498,7.270203114,1.000199914,886.4042066,372.0870564,4.405066969
4k_Manual_100pts,2,Pair 2,6,1104,430,0.973343909,7.894141674,0.742744267,1119.574381,422.5716508,17.25519355
4k_Manual_100pts,2,Pair 2,7,481,289,-2.231410027,5.250240326,1.141669035,462.8929845,282.861326,19.11929202
4k_Manual_100pts,3,Pair 3,1,1554,602,2.169694424,4.348338604,-0.15495187,1566.41018,594.1285344,14.69600406
4k_Manual_100pts,3,Pair 3,2,1384,590,1.565057993,4.420692444,-0.122775726,1387.497657,582.8051656,7.999952897
4k_Manual_100pts,3,Pair 3,3,1378,712,1.548813105,4.378613472,-0.550698757,1386.652979,699.349918,15.32640281
4k_Manual_100pts,3,Pair 3,4,1548,721,2.15353775,4.317194939,-0.564489305,1565.257456,708.2529952,21.4547413
4k_Manual_100pts,4,Pair 4,1,1522,598,2.128122807,4.506841183,-0.143206581,1535.078249,588.3458414,16.25556478
4k_Manual_100pts,4,Pair 4,2,1394,591,1.574003935,4.320743084,-0.111110955,1399.189921,581.0630507,11.21063091
4k_Manual_100pts,4,Pair 4,3,1393,714,1.581758618,4.293738842,-0.532387614,1403.859067,697.8730259,19.44218691
4k_Manual_100pts,4,Pair 4,4,1522,717,2.134858847,4.473426819,-0.562333286,1540.484463,701.2743577,24.26872912
4k_Manual_100pts,4,Pair 4,5,1745,724,3.196326017,4.741240501,-0.621527731,1780.467333,707.7194432,39.02548151
4k_Manual_100pts,5,Pair 5,1,1290,584,1.438877106,5.1793046,-0.136691839,1299.241677,576.6065003,11.83521994
4k_Manual_100pts,5,Pair 5,2,1157,573,0.872162819,5.069969177,-0.092112206,1170.339794,566.348826,14.90597942
4k_Manual_100pts,5,Pair 5,3,1290,682,1.424885988,5.146717072,-0.564948678,1297.802755,676.0733599,9.79836999
4k_Manual_100pts,5,Pair 5,4,1156,674,0.847511411,5.074458122,-0.497062236,1164.185172,660.3169336,15.94438309
4k_Manual_100pts,6,Pair 6,1,1128,573,0.789323032,5.42399168,-0.119304411,1139.895292,569.1351865,12.50738764
4k_Manual_100pts,6,Pair 6,2,1001,562,0.168054953,5.537057877,-0.069137663,1003.468127,556.6395561,5.901356763
4k_Manual_100pts,6,Pair 6,3,993,651,0.143021345,5.502000332,-0.478945971,997.9374425,644.2899028,8.330890898
4k_Manual_100pts,6,Pair 6,4,1121,665,0.756538332,5.381266117,-0.519747257,1133.662731,657.320369,14.80950699
4k_Manual_100pts,6,Pair 6,5,400,685,-1.662195802,3.40576911,-0.358266354,402.0512044,673.655173,11.52877004
4k_Manual_100pts,7,Pair 7,1,967,559,0.02161487,4.847380161,-0.067640975,971.8616979,561.2197502,5.344473498
4k_Manual_100pts,7,Pair 7,2,829,550,-0.607072353,4.94166708,-0.043250546,823.5851775,553.9875793,6.724662867
4k_Manual_100pts,7,Pair 7,3,962,665,0.002564476,4.872560978,-0.465800941,966.9233383,656.1536807,10.12406168
4k_Manual_100pts,7,Pair 7,4,821,659,-0.625349879,4.897645473,-0.451493651,817.3754958,651.250801,8.554946866
4k_Manual_100pts,8,Pair 8,1,815,551,-0.56484884,4.293528557,-0.019107917,813.6893119,552.5974891,2.06636757
4k_Manual_100pts,8,Pair 8,2,653,541,-1.196886659,4.310802937,-0.003844097,643.564799,547.7033851,11.57403953
4k_Manual_100pts,8,Pair 8,3,647,661,-1.191316247,4.225700378,-0.398281366,638.093204,656.2255414,10.10576415
4k_Manual_100pts,8,Pair 8,4,805,672,-0.582899034,4.288036346,-0.433390558,807.9377981,664.0296016,8.494581079
4k_Manual_100pts,9,Pair 9,1,677,545,-1.020405769,4.015432835,0.008444885,672.0811887,546.4104118,5.117027106
4k_Manual_100pts,9,Pair 9,2,491,535,-1.584828973,3.82520628,0.053966731,485.2715397,533.3464881,5.962328324
4k_Manual_100pts,9,Pair 9,3,479,673,-1.587715626,3.783632994,-0.366909027,478.5906741,661.8074881,11.19999423
4k_Manual_100pts,9,Pair 9,4,671,678,-1.038771152,4.012162685,-0.406148463,665.6720295,665.3543654,13.72222084
4k_Manual_100pts,10,Pair 10,1,510,538,-1.393873453,3.538686991,0.055015773,511.5697013,534.4246587,3.904744209
4k_Manual_100pts,10,Pair 10,2,301,526,-1.995245218,3.454949141,0.100693762,297.9905527,518.7108635,7.885954833
4k_Manual_100pts,10,Pair 10,3,286,680,-2.010130644,3.412713528,-0.337880194,285.1126666,666.1569712,13.87143854
4k_Manual_100pts,10,Pair 10,4,498,687,-1.426668763,3.52849865,-0.377753794,498.5480713,674.9689999,12.04347727
4k_Manual_100pts,11,Pair 11,1,1338,826,1.173133373,3.666062593,-0.793741107,1338.532374,808.3282485,17.67976874
4k_Manual_100pts,11,Pair 11,2,1140,804,0.583477318,3.787935257,-0.781006396,1142.321587,791.5136992,12.70029418
